storeid,lat,lon,country,display_name,road,house_number,city,state,suburb,postcode,category,type,osm_type,osm_id
900032568,-33.40488,-70.573119,,"Juan Valdez Café, 530, Rosario Norte, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7561156, Chile",Rosario Norte,530,,Región Metropolitana de Santiago,Las Condes,7561156,shop,coffee,node,1480324504.0
900032609,-33.4499623,-70.643966,,"Mitsubishi, 655, Santa Isabel, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330565, Chile",Santa Isabel,655,Santiago,Región Metropolitana de Santiago,,8330565,shop,car,way,447770583.0
900032807,-33.5003428,-70.5962161,,"3564, Los Queltehues, Villa Lican Ray, Macul, Provincia de Santiago, Región Metropolitana de Santiago, 7830198, Chile",Los Queltehues,3564,Macul,Región Metropolitana de Santiago,,7830198,place,house,node,1251767472.0
900032825,-33.4242587,-70.6116272,,"1040, Avenida Nueva Providencia, Sanhattan, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Nueva Providencia,1040,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,yes,way,447722125.0
900032850,-33.4407177,-70.5361692,,"Fork, Avenida Padre Hurtado Sur, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7860379, Chile",Avenida Padre Hurtado Sur,,,Región Metropolitana de Santiago,La Reina,7860379,amenity,fast_food,node,10719146644.0
900033019,-33.4830191,-70.7496028,,"Mall Arauco Maipú, 399, Avenida Américo Vespucio, Villa Santa Teresa del Rosal, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",Avenida Américo Vespucio,399,,Región Metropolitana de Santiago,Maipú,9250678,shop,mall,way,691833710.0
900033063,-33.4326028,-70.63851662,,"Empanadas Ña Matea, Purísima, Bellavista de San Cristóbal, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 8320136, Chile",Purísima,,Recoleta,Región Metropolitana de Santiago,,8320136,amenity,restaurant,node,2318835766.0
900033206,-33.5098318,-70.6080784,,"Mall Florida Center, 6100, Avenida Vicuña Mackenna Oriente, Bellavista de La Florida, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",Avenida Vicuña Mackenna Oriente,6100,La Florida,Región Metropolitana de Santiago,La Florida,8240000,shop,mall,way,36920839.0
900035358,-33.352982,-70.510015,,"13616, El Gabino, Pueblito de Lo Barnechea, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7690286, Chile",El Gabino,13616,Lo Barnechea,Región Metropolitana de Santiago,Lo Barnechea,7690286,place,house,way,108371141.0
900035481,-33.4859923,-70.65160712,,"Portal El Llano, 3519, Llano Subercaseaux, Población Montiel, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8910339, Chile",Llano Subercaseaux,3519,San Miguel,Región Metropolitana de Santiago,San Miguel,8910339,shop,mall,way,241795055.0
900035535,-33.4378799,-70.6470648,,"419, Enrique Mac Iver, Barrio Bellas Artes, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320123, Chile",Enrique Mac Iver,419,Santiago,Región Metropolitana de Santiago,,8320123,place,house,way,112603692.0
900035553,-33.3901347,-70.563487,,"1427, Gerónimo de Alderete, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640509, Chile",Gerónimo de Alderete,1427,Vitacura,Región Metropolitana de Santiago,Vitacura,7640509,place,house,way,110568608.0
900035573,-33.45227523,-70.68253931,,"Mall Plaza Alameda, 3470, Avenida Libertador Bernardo O'Higgins, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",Avenida Libertador Bernardo O'Higgins,3470,Estación Central,Región Metropolitana de Santiago,Estación Central,9160002,shop,mall,way,71871575.0
900035604,-33.4741622,-70.6493038,,"2182, Nataniel Cox, Barrio Franklin, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8360892, Chile",Nataniel Cox,2182,Santiago,Región Metropolitana de Santiago,,8360892,place,house,way,110572466.0
900035606,-33.4289578,-70.6741244,,"2685, Yungay, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8350302, Chile",Yungay,2685,Santiago,Región Metropolitana de Santiago,,8350302,place,house,way,110715717.0
900035631,-33.4469131,-70.646989,,"Ruta 507, 206, San Francisco, Barrio Bellas Artes, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330069, Chile",San Francisco,206,Santiago,Región Metropolitana de Santiago,,8330069,amenity,fast_food,node,6114184769.0
900035678,-33.5290099,-70.562732,,"8468, Carlos Witting, Condominio Parque la Portada, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8290879, Chile",Carlos Witting,8468,La Florida,Región Metropolitana de Santiago,,8290879,place,house,way,109267921.0
900035755,-33.5072616,-70.758631,,"2174, Monumento, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",Monumento,2174,,Región Metropolitana de Santiago,Maipú,9251542,place,house,way,108522141.0
900035929,-33.4507596,-70.6400951,,"464, Argomedo, Barrio Matta, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330565, Chile",Argomedo,464,Santiago,Región Metropolitana de Santiago,,8330565,place,house,way,112584131.0
900035938,-33.5157854,-70.597629,,"HDI Seguros, Froilán Roa, Bellavista de La Florida, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",Froilán Roa,,La Florida,Región Metropolitana de Santiago,La Florida,8240000,office,insurance,way,445953086.0
900036213,-33.41898,-70.6563163,,"1026, Avenida Independencia, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8320012, Chile",Avenida Independencia,1026,Independencia,Región Metropolitana de Santiago,Independencia,8320012,place,house,way,112506769.0
900036454,-33.4030473,-70.5886892,,"Tanaka, Alonso de Córdova, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7630479, Chile",Alonso de Córdova,,Vitacura,Región Metropolitana de Santiago,,7630479,amenity,restaurant,way,447726849.0
900036493,-33.4552246,-70.7389632,,"Paseo Barrancas, Diagonal Teniente Cruz, Condominio las Torres, Pudahuel, Provincia de Santiago, Región Metropolitana de Santiago, 9290386, Chile",Diagonal Teniente Cruz,,Pudahuel,Región Metropolitana de Santiago,,9290386,shop,mall,way,208635016.0
900036557,-33.38352961,-70.57351671,,"Damien Mercier Luis Pasteur, Avenida Luis Pasteur, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640165, Chile",Avenida Luis Pasteur,,Vitacura,Región Metropolitana de Santiago,Vitacura,7640165,shop,chocolate,node,4048645312.0
900036574,-33.4012019,-70.5545391,,"7621, Avenida Las Condes, Renacimiento Italiano, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Las Condes,7621,,Región Metropolitana de Santiago,Las Condes,7550000,place,house,way,110286302.0
900036580,-33.4464118,-70.6271864,,"Roatán Bar, 308, Santa Isabel, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7501297, Chile",Santa Isabel,308,Providencia,Región Metropolitana de Santiago,,7501297,amenity,bar,way,1161402827.0
900036770,-33.474199,-70.5728517,,"6099, Frontera, Atenas, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7760247, Chile",Frontera,6099,Peñalolén,Región Metropolitana de Santiago,,7760247,place,house,way,109082368.0
900036823,-33.4424094,-70.6202544,,"1232, Avenida José Manuel Infante, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida José Manuel Infante,1232,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,yes,way,179348704.0
900036898,-33.4715361,-70.641087,,"665, Arauco, Barrio Franklin, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8361020, Chile",Arauco,665,Santiago,Región Metropolitana de Santiago,,8361020,place,house,way,110572056.0
900037253,-33.4459456,-70.6242764,,"Barracuda, 0506, Santa Isabel, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7501297, Chile",Santa Isabel,0506,Providencia,Región Metropolitana de Santiago,,7501297,amenity,bar,node,5941860085.0
900037281,-33.431623,-70.579537,,"4485, Avenida Francisco Bilbao, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7790097, Chile",Avenida Francisco Bilbao,4485,,Región Metropolitana de Santiago,,7790097,building,house,way,607431085.0
900037826,-33.6073588,-70.5766449,,"70, Gandarillas, Condominio Los Otoñales 1, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8150000, Chile",Gandarillas,70,,Región Metropolitana de Santiago,Puente Alto,8150000,place,house,way,108691985.0
900038008,-33.5672901,-70.5581001,,"Lider, Avenida Los Toros, Población La Frontera, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",Avenida Los Toros,,,Región Metropolitana de Santiago,Puente Alto,8220093,shop,supermarket,node,890485105.0
900038156,-33.4216857,-70.6087328,,"Giratorio, 2250, Paseo Santa Magdalena, Sanhattan, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Paseo Santa Magdalena,2250,Providencia,Región Metropolitana de Santiago,Providencia,7500000,amenity,restaurant,node,456543328.0
900038241,-33.3709643,-70.50665746,,"Mall Sport, 13451, Avenida Las Condes, Los Frailes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7710171, Chile",Avenida Las Condes,13451,,Región Metropolitana de Santiago,Las Condes,7710171,shop,mall,way,22728882.0
900038380,-33.4220905,-70.6130522,,"Muebles Sur, Orrego Luco, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Orrego Luco,,Providencia,Región Metropolitana de Santiago,Providencia,7500000,shop,furniture,way,447772559.0
900039201,-33.4294148,-70.6768009,,"2912, Yungay, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8350302, Chile",Yungay,2912,Santiago,Región Metropolitana de Santiago,,8350302,place,house,way,110788613.0
900039267,-33.4586768,-70.6915636,,"4153, Avenida 5 de Abril, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",Avenida 5 de Abril,4153,Estación Central,Región Metropolitana de Santiago,Estación Central,9160002,place,house,way,110440742.0
900039437,-33.5218826,-70.578722,,"1814, Pasaje Las Achiras, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240494, Chile",Pasaje Las Achiras,1814,La Florida,Región Metropolitana de Santiago,,8240494,place,house,node,1251439560.0
900040553,-33.4555309,-70.6665427,,"Embajada de Haití, 590, República, Barrio República, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370372, Chile",República,590,Santiago,Región Metropolitana de Santiago,,8370372,office,diplomatic,way,998200957.0
900040693,-33.3947346,-70.6757014,,"3735, Avenida Fermín Vivaceta, Villa Don Pedro, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",Avenida Fermín Vivaceta,3735,Conchalí,Región Metropolitana de Santiago,Conchalí,8380741,place,house,way,110582782.0
900040989,-33.4468752,-70.6468033,,"202, Eleuterio Ramírez, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330444, Chile",Eleuterio Ramírez,202,Santiago,Región Metropolitana de Santiago,,8330444,place,house,way,112583843.0
900041157,-33.4500502,-70.5715556,,"402, Avenida Ossa, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7870154, Chile",Avenida Ossa,402,Ñuñoa,Región Metropolitana de Santiago,,7870154,building,house,way,1091661678.0
900041164,-33.4539172,-70.692476,,"Norte, Toro Mazotte, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",Toro Mazotte,,Estación Central,Región Metropolitana de Santiago,Estación Central,9160002,railway,subway_entrance,node,4261020964.0
900041256,-33.4629906,-70.5703936,,"Los Orientales / Cruz Almeyda, Cruz Almeyda, Atenas, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7870154, Chile",Cruz Almeyda,,Peñalolén,Región Metropolitana de Santiago,,7870154,highway,bus_stop,node,1175504812.0
900041307,-33.5275273,-70.6036837,,"Botillería Chelo, Hanga Roa, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",Hanga Roa,,La Florida,Región Metropolitana de Santiago,La Florida,8240000,shop,yes,node,4429589497.0
900056780,-33.4277126,-70.6167822,,"69, Alcalde Rafael Vives, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Alcalde Rafael Vives,69,Providencia,Región Metropolitana de Santiago,Providencia,7500000,place,house,way,112608146.0
900056880,-33.452579,-70.5937264,,"3450, Gerona, Población Empleados Públicos y Periodistas Chile-España, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Gerona,3450,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,way,108596830.0
900057158,-33.5692291,-70.5574646,,"Mall Plaza Tobalaba, 3296, Avenida Camilo Henríquez, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8220093, Chile",Avenida Camilo Henríquez,3296,,Región Metropolitana de Santiago,Puente Alto,8220093,building,retail,way,30359872.0
900057391,-33.4878946,-70.5499144,,"Altos del Parque Norte, Condominio Los Viñedos del Consistorial, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",Altos del Parque Norte,,Peñalolén,Región Metropolitana de Santiago,Peñalolén,7940068,highway,residential,way,168147328.0
900057426,-33.4171846,-70.5438764,,"1028, Purén, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",Purén,1028,,Región Metropolitana de Santiago,Las Condes,7570936,place,house,node,1259723634.0
900057480,-33.4796097,-70.5658438,,"Venezuela / Caracas, Lago Villarrica, Barrio La Hacienda Norte, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",Lago Villarrica,,Peñalolén,Región Metropolitana de Santiago,,7940068,highway,bus_stop,node,1175503833.0
900057492,-33.4468752,-70.6468033,,"202, Eleuterio Ramírez, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330444, Chile",Eleuterio Ramírez,202,Santiago,Región Metropolitana de Santiago,,8330444,place,house,way,112583843.0
900057761,-33.388044,-70.566251,,"Pollo Stop, 6805, Avenida Vitacura, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640509, Chile",Avenida Vitacura,6805,Vitacura,Región Metropolitana de Santiago,Vitacura,7640509,amenity,restaurant,way,446178414.0
900064565,-33.43160904,-70.57506666,,"Automóviles Vespucio, 5655, Avenida Francisco Bilbao, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7580566, Chile",Avenida Francisco Bilbao,5655,,Región Metropolitana de Santiago,,7580566,shop,car,node,942582701.0
900064809,-33.439405,-70.624103,,"Hospital del Salvador, 364, Avenida Salvador, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7501091, Chile",Avenida Salvador,364,Providencia,Región Metropolitana de Santiago,,7501091,amenity,hospital,way,232168181.0
900064856,-33.3830894,-70.5489538,,"9063, Avenida Vitacura, El Dorado, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7650191, Chile",Avenida Vitacura,9063,Vitacura,Región Metropolitana de Santiago,,7650191,place,house,way,110915665.0
900064923,-33.4437214,-70.6233026,,"1130, Avenida Salvador, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Salvador,1130,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,yes,way,1156513823.0
900065103,-33.40481071,-70.57357572,,"El Naturista, Boulevard Nueva Las Condes, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Boulevard Nueva Las Condes,,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,fast_food,node,2099847174.0
900065117,-33.4041672,-70.5562642,,"66, Fray Angélico, Renacimiento Italiano, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Fray Angélico,66,,Región Metropolitana de Santiago,Las Condes,7550000,building,apartments,way,422677759.0
900066814,-33.4273321,-70.6426151,,"340, Buenos Aires, Patronato, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 8320012, Chile",Buenos Aires,340,Recoleta,Región Metropolitana de Santiago,,8320012,place,house,way,112605203.0
900066965,-33.5223786,-70.6500504,,"836, General Freire, Lo Ovalle, La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, 7980008, Chile",General Freire,836,La Cisterna,Región Metropolitana de Santiago,La Cisterna,7980008,place,house,way,108653873.0
900066987,-33.4357,-70.59441,,"2746, Avenida Francisco Bilbao, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Francisco Bilbao,2746,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,house,way,553336221.0
900067009,-33.4446892,-70.6014258,,"2868, Doctor Pedro Lautaro Ferrer, Ñuñoa, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Doctor Pedro Lautaro Ferrer,2868,Providencia,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,way,108580142.0
900067361,-33.4148774,-70.6623494,,"1398, Escanilla, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",Escanilla,1398,Independencia,Región Metropolitana de Santiago,Independencia,8380741,place,house,node,1259817660.0
900067433,-33.4418926,-70.6001278,,"2377, Avenida Diego de Almagro, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Diego de Almagro,2377,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,house,way,579663436.0
900067710,-33.4395334,-70.6180661,,"Tupper, Avenida Francisco Bilbao, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Francisco Bilbao,,Providencia,Región Metropolitana de Santiago,Providencia,7500000,shop,car,way,180567280.0
900068137,-33.4331584,-70.6598632,,"Edificio General Mackenna 1555, 1555, General Mackenna, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340309, Chile",General Mackenna,1555,Santiago,Región Metropolitana de Santiago,,8340309,building,apartments,way,917470248.0
900068742,-33.3626125,-70.6706073,,"PB1054-Pedro Fontova / Esq. Las Puertas, Avenida Pedro Fontova, Portada de Huechuraba, Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, 8600651, Chile",Avenida Pedro Fontova,,Huechuraba,Región Metropolitana de Santiago,,8600651,highway,bus_stop,node,1175452330.0
900068796,-33.42148412,-70.66188835,,"1750, Gamero, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8340309, Chile",Gamero,1750,Independencia,Región Metropolitana de Santiago,Independencia,8340309,place,house,way,109410354.0
900069163,-33.3924386,-70.515679,,"1204, Francisco Bulnes Correa, San Carlos de Apoquindo, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7710171, Chile",Francisco Bulnes Correa,1204,,Región Metropolitana de Santiago,Las Condes,7710171,place,house,way,110433845.0
900069328,-33.4199919,-70.5646257,,"6080, Vial Infante, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Vial Infante,6080,,Región Metropolitana de Santiago,Las Condes,7550000,place,house,way,109099426.0
900069362,-33.381038,-70.5365512,,"1433, Avenida Tabancura, Tabancura, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7630000, Chile",Avenida Tabancura,1433,Vitacura,Región Metropolitana de Santiago,,7630000,place,house,way,110923275.0
900069546,-33.4357668,-70.6573485,,"1410, Rosas, Barrio Brasil, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340309, Chile",Rosas,1410,Santiago,Región Metropolitana de Santiago,,8340309,place,house,way,112504909.0
900069775,-33.4415583,-70.6065784,,"2086, Avenida Pedro de Valdivia, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Pedro de Valdivia,2086,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,apartments,way,182953876.0
900070075,-33.5086077,-70.7901728,,"2181, Avenida 4 Poniente, Condominio Los araucanos, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250000, Chile",Avenida 4 Poniente,2181,,Región Metropolitana de Santiago,Maipú,9250000,place,house,node,1244824292.0
900071192,-33.426733,-70.6182132,,"126, Santa Beatriz, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Santa Beatriz,126,Providencia,Región Metropolitana de Santiago,Providencia,7500000,place,house,node,737142456.0
900071538,-33.4219462,-70.6028005,,"280, Avenida Holanda, Sanhattan, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Holanda,280,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,apartments,way,40524517.0
900071551,-33.446333,-70.6253722,,"453, Santa Isabel, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7501297, Chile",Santa Isabel,453,Providencia,Región Metropolitana de Santiago,,7501297,place,house,way,108392052.0
900071600,-33.4251612,-70.5951701,,"895, Hipolito Irigoyen, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Hipolito Irigoyen,895,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,house,way,187452709.0
900072760,-33.4576113,-70.6073698,,"403, Rafael Prado, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Rafael Prado,403,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,way,108594010.0
900073031,-33.586372,-70.596585,,"1312, Pasaje Padre Rutilio Grande, Villa La Foresta IV, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8150513, Chile",Pasaje Padre Rutilio Grande,1312,,Región Metropolitana de Santiago,Puente Alto,8150513,place,house,node,1250010493.0
900073203,-33.450966,-70.6222804,,"La Nona, 1842, Tegualda, Barrio Italia, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7770386, Chile",Tegualda,1842,Ñuñoa,Región Metropolitana de Santiago,,7770386,amenity,restaurant,node,7240624487.0
900073474,-33.4080934,-70.5655584,,"Entre Calles, Avenida Apoquindo, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Apoquindo,,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,pub,node,939129966.0
900073694,-33.3989348,-70.5072911,,"Castaño, Camino El Alba, Condominio Los Algarrobos, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7710171, Chile",Camino El Alba,,,Región Metropolitana de Santiago,Las Condes,7710171,shop,bakery,node,3913371939.0
900073810,-33.4926787,-70.6520891,,"4231, Gran Avenida José Miguel Carrera, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8910257, Chile",Gran Avenida José Miguel Carrera,4231,San Miguel,Región Metropolitana de Santiago,San Miguel,8910257,place,house,way,109302212.0
900073848,-33.4228702,-70.6410815,,"893, Humorista Carlos Helo, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 7530215, Chile",Humorista Carlos Helo,893,Recoleta,Región Metropolitana de Santiago,,7530215,place,house,way,112605262.0
900073941,-33.4871423,-70.5592621,,"Panadería Tomás Moro, Avenida Tobalaba, Parque Cousiño Macul, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",Avenida Tobalaba,,Peñalolén,Región Metropolitana de Santiago,,7940068,shop,bakery,node,4514168991.0
900074399,-33.3466397,-70.5433758,,"Strip Center Paseo la Cruz, 3200, Avenida Los Trapenses, Los Trapenses, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7700651, Chile",Avenida Los Trapenses,3200,Lo Barnechea,Región Metropolitana de Santiago,,7700651,shop,shopping_centre,way,857777802.0
900074569,-33.44476,-70.6289488,,"0207, Marín, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7501354, Chile",Marín,0207,Providencia,Región Metropolitana de Santiago,,7501354,building,apartments,way,450031242.0
900074683,-33.3649022,-70.6793522,,"Mall Plaza Norte, 1737, Avenida Américo Vespucio, Conchalí, Provincia de Santiago, Región Metropolitana de Santiago, 8710022, Chile",Avenida Américo Vespucio,1737,Conchalí,Región Metropolitana de Santiago,,8710022,shop,mall,way,112522401.0
900074919,-33.4721524,-70.6451425,,"2010, Chiloé, Barrio Franklin, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8360874, Chile",Chiloé,2010,Santiago,Región Metropolitana de Santiago,,8360874,place,house,way,110571356.0
900074922,-33.43947,-70.6466746,,"Lido, Enrique Mac Iver, Barrio Bellas Artes, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320123, Chile",Enrique Mac Iver,,Santiago,Región Metropolitana de Santiago,,8320123,amenity,nightclub,way,448737758.0
900074940,-33.5926215,-70.702652,,"Telepizza, Victoria, San Bernardo, Provincia de Maipo, Región Metropolitana de Santiago, 8012117, Chile",Victoria,,,Región Metropolitana de Santiago,San Bernardo,8012117,amenity,restaurant,way,447311619.0
900074992,-33.4269259,-70.5373119,,"1973, Altair, Vital Apoquindo, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",Altair,1973,,Región Metropolitana de Santiago,Las Condes,7570936,place,house,way,109411877.0
900075101,-33.526602,-70.5773855,,"1780, Calcuripe, Vicente Valdés, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",Calcuripe,1780,La Florida,Región Metropolitana de Santiago,,8240000,place,house,way,109272947.0
900075213,-33.4204209,-70.6570297,,"921, Amalia Errázuriz, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8320012, Chile",Amalia Errázuriz,921,Independencia,Región Metropolitana de Santiago,Independencia,8320012,place,house,way,112506516.0
900075453,-33.4320144,-70.5748362,,"Kurabu, Avenida Ossa, La Reina, Provincia de Santiago, Región Metropolitana de Santiago, 7580566, Chile",Avenida Ossa,,,Región Metropolitana de Santiago,,7580566,amenity,restaurant,node,4434524001.0
900075462,-33.4911697,-70.5401356,,"Las Pircas, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",,,Peñalolén,Región Metropolitana de Santiago,,7940068,highway,living_street,way,218799076.0
900075477,-33.4911697,-70.5401356,,"Las Pircas, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 7940068, Chile",,,Peñalolén,Región Metropolitana de Santiago,,7940068,highway,living_street,way,218799076.0
900075561,-33.4351395,-70.6725213,,"2564, Avenida San Pablo, Barrio Brasil, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8350302, Chile",Avenida San Pablo,2564,Santiago,Región Metropolitana de Santiago,,8350302,place,house,way,110788773.0
900075680,-33.4269259,-70.5373119,,"1973, Altair, Vital Apoquindo, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",Altair,1973,,Región Metropolitana de Santiago,Las Condes,7570936,place,house,way,109411877.0
900075723,-33.534231,-70.5744433,,"9041, Avenida La Florida, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",Avenida La Florida,9041,La Florida,Región Metropolitana de Santiago,,8240000,place,house,node,9588460293.0
900075734,-33.3621,-70.67018,,"6651, Avenida Pedro Fontova, Portada de Huechuraba, Huechuraba, Provincia de Santiago, Región Metropolitana de Santiago, 8590483, Chile",Avenida Pedro Fontova,6651,Huechuraba,Región Metropolitana de Santiago,,8590483,building,retail,way,1018362635.0
900076784,-33.4525149,-70.5698127,,"Mall Plaza Egaña, 5862, Avenida Larraín, La Reina, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7870154, Chile",Avenida Larraín,5862,Ñuñoa,Región Metropolitana de Santiago,,7870154,shop,mall,way,157963277.0
900077356,-33.406343,-70.5742281,,"MIT Burguer, 5320, Avenida Alonso de Córdova, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Alonso de Córdova,5320,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,restaurant,node,6603850485.0
