storeid,lat,lon,country,display_name,road,house_number,city,state,suburb,postcode,category,type,osm_type,osm_id
900023445,-33.455791,-70.59597,,"63, Juan Enrique Concha, Población Empleados Públicos y Periodistas Chile-España, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Juan Enrique Concha,63,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,node,6802752610.0
900023601,-33.45013794,-70.6247978,,"1700, Avenida Condell, Barrio Italia, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7770386, Chile",Avenida Condell,1700,Ñuñoa,Región Metropolitana de Santiago,,7770386,place,house,way,108390386.0
900023715,-33.393659,-70.560184,,"Pitagora, Avenida Presidente Kennedy, El Dorado, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7650558, Chile",Avenida Presidente Kennedy,,Vitacura,Región Metropolitana de Santiago,Vitacura,7650558,office,construction_company,way,446412625.0
900023746,-33.4213797,-70.6063885,,"Parroquia San Ramón de Providencia, Mardoqueo Fernández, Sanhattan, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Mardoqueo Fernández,,Providencia,Región Metropolitana de Santiago,Providencia,7500000,amenity,place_of_worship,way,55967869.0
900023747,-33.4181437,-70.6002548,,"2827, Avenida Apoquindo, Las Condes, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7550201, Chile",Avenida Apoquindo,2827,Providencia,Región Metropolitana de Santiago,Las Condes,7550201,building,commercial,way,236656199.0
900023748,-33.4452338,-70.6461856,,"731, Alonso de Ovalle, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330130, Chile",Alonso de Ovalle,731,Santiago,Región Metropolitana de Santiago,,8330130,place,house,way,112584107.0
900023956,-33.4891791,-70.5993253,,"3840, Avenida Macul, Macul, Provincia de Santiago, Región Metropolitana de Santiago, 7810000, Chile",Avenida Macul,3840,Macul,Región Metropolitana de Santiago,Macul,7810000,place,house,node,1251823841.0
900024279,-33.44269,-70.627222,,"827, Avenida Condell, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7501184, Chile",Avenida Condell,827,Providencia,Región Metropolitana de Santiago,,7501184,place,house,way,108391775.0
900024514,-33.4251454,-70.6545927,,"1097, Echeverría, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8320012, Chile",Echeverría,1097,Independencia,Región Metropolitana de Santiago,Independencia,8320012,place,house,way,112506437.0
900024552,-33.4287476,-70.6270947,,"102, Alcalde Davalos, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500128, Chile",Alcalde Davalos,102,Providencia,Región Metropolitana de Santiago,,7500128,place,house,node,1243874790.0
900024692,-33.4550312,-70.6289059,,"1015, Avenida General Bustamante, Barrio Italia, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7770613, Chile",Avenida General Bustamante,1015,Ñuñoa,Región Metropolitana de Santiago,,7770613,building,apartments,way,583381755.0
900024760,-33.431882,-70.645428,,"Gilu Centro Comercial, Antonia López de Bello, Patronato, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 7530215, Chile",Antonia López de Bello,,Recoleta,Región Metropolitana de Santiago,,7530215,shop,shopping_centre,way,508848987.0
900025442,-33.390228,-70.541769,,"Imprenta Digital, Avenida Las Condes, Estoril, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7650191, Chile",Avenida Las Condes,,,Región Metropolitana de Santiago,Las Condes,7650191,craft,photographic_laboratory,node,4507139655.0
900025449,-33.4526736,-70.6822765,,"Mall Plaza Alameda, 3470, Avenida Libertador Bernardo O'Higgins, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",Avenida Libertador Bernardo O'Higgins,3470,Estación Central,Región Metropolitana de Santiago,Estación Central,9160002,shop,mall,way,71871575.0
900025631,-33.3880664,-70.564276,,"Harina Gourmet, Gerónimo de Alderete, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640509, Chile",Gerónimo de Alderete,,Vitacura,Región Metropolitana de Santiago,Vitacura,7640509,amenity,cafe,way,447509401.0
900025649,-33.4957947,-70.6495463,,"899, Santa Ester, Barrio Llico, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8910257, Chile",Santa Ester,899,San Miguel,Región Metropolitana de Santiago,San Miguel,8910257,place,house,node,1251737679.0
900025665,-33.4463438,-70.6327738,,"373, Avenida Vicuña Mackenna, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 7501354, Chile",Avenida Vicuña Mackenna,373,Santiago,Región Metropolitana de Santiago,,7501354,place,house,way,112584633.0
900025712,-33.5065271,-70.5837749,,"4803, San Luis de Macul, Villa La Herradura, Peñalolén, Provincia de Santiago, Región Metropolitana de Santiago, 8240494, Chile",San Luis de Macul,4803,Peñalolén,Región Metropolitana de Santiago,,8240494,place,house,way,109281447.0
900025767,-33.43451,-70.627275,,"537, Avenida Providencia, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500128, Chile",Avenida Providencia,537,Providencia,Región Metropolitana de Santiago,,7500128,place,house,way,108393443.0
900025804,-33.461811,-70.6340494,,"350, Victoria, Barrio Matta, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8360848, Chile",Victoria,350,Santiago,Región Metropolitana de Santiago,,8360848,place,house,way,110572232.0
900025805,-33.4463502,-70.6327939,,"373, Avenida Vicuña Mackenna, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 7501354, Chile",Avenida Vicuña Mackenna,373,Santiago,Región Metropolitana de Santiago,,7501354,place,house,way,112584633.0
900026002,-33.4273643,-70.6155008,,"1645, Avenida Providencia, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Providencia,1645,Providencia,Región Metropolitana de Santiago,Providencia,7500000,building,apartments,way,25107425.0
900026040,-33.4501729,-70.664284,,"2073, Sazié, Barrio República, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320000, Chile",Sazié,2073,Santiago,Región Metropolitana de Santiago,,8320000,place,house,way,108588244.0
900026273,-33.5395887,-70.5800494,,"832, Enrique Olivares, Antigua Florida, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8240000, Chile",Enrique Olivares,832,La Florida,Región Metropolitana de Santiago,,8240000,place,house,way,109264075.0
900026550,-33.3850069,-70.5563951,,"1776, Lo Gallo, El Dorado, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640509, Chile",Lo Gallo,1776,Vitacura,Región Metropolitana de Santiago,,7640509,place,house,way,110910642.0
900026668,-33.414326,-70.5966561,,"Joyeria Kaufmann y Labraña, Isidora Goyenechea, El Golf, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550089, Chile",Isidora Goyenechea,,,Región Metropolitana de Santiago,Las Condes,7550089,shop,jewelry,node,1110457995.0
900026723,-33.3814464,-70.5712108,,"6595, Avenida Luis Pasteur, Santa María de Manquehue, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640165, Chile",Avenida Luis Pasteur,6595,Vitacura,Región Metropolitana de Santiago,Vitacura,7640165,place,house,way,110755520.0
900026794,-33.3706615,-70.5104301,,"13151, Avenida Las Condes, Los Frailes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7710171, Chile",Avenida Las Condes,13151,,Región Metropolitana de Santiago,Las Condes,7710171,place,house,way,110941888.0
900026826,-33.4121166,-70.5792974,,"VTR Telecomunicaciones, 4800, Avenida Apoquindo, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Apoquindo,4800,,Región Metropolitana de Santiago,Las Condes,7550000,office,telecommunication,node,6448670785.0
900027188,-33.5482775,-70.583201,,"373, Central Oriente, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8250736, Chile",Central Oriente,373,La Florida,Región Metropolitana de Santiago,,8250736,place,house,way,109167886.0
900027201,-33.406249,-70.5744697,,"Manola, Cerro El Plomo, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Cerro El Plomo,,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,cafe,node,6276694353.0
900027202,-33.4400983,-70.6207288,,"956, Avenida Francisco Bilbao, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Francisco Bilbao,956,Providencia,Región Metropolitana de Santiago,Providencia,7500000,place,house,way,112586644.0
900027447,-33.4380121,-70.6577292,,"1461, Catedral, Barrio Brasil, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8340347, Chile",Catedral,1461,Santiago,Región Metropolitana de Santiago,,8340347,place,house,way,112504686.0
900027468,-33.4415944,-70.6242608,,"Nissan, Avenida Salvador, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Salvador,,Providencia,Región Metropolitana de Santiago,Providencia,7500000,shop,car,way,190641755.0
900027512,-33.4875161,-70.6472153,,"3567, Chiloé, Población Montiel, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8900084, Chile",Chiloé,3567,San Miguel,Región Metropolitana de Santiago,San Miguel,8900084,place,house,node,1251737473.0
900027745,-33.4830191,-70.7496028,,"Mall Arauco Maipú, 399, Avenida Américo Vespucio, Villa Santa Teresa del Rosal, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9250678, Chile",Avenida Américo Vespucio,399,,Región Metropolitana de Santiago,Maipú,9250678,shop,mall,way,691833710.0
900027766,-33.411616,-70.567963,,"448, Rosario Sur, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Rosario Sur,448,,Región Metropolitana de Santiago,Las Condes,7550000,place,house,way,110257485.0
900027853,-33.4537818,-70.5939103,,"Blue, 3526, Alcaldesa Balbina Vera, Población Empleados Públicos y Periodistas Chile-España, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Alcaldesa Balbina Vera,3526,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,amenity,bar,way,725956289.0
900027865,-33.4019453,-70.577441,,"Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",,,,Región Metropolitana de Santiago,Las Condes,7550000,highway,pedestrian,relation,3349480.0
900027896,-33.4008267,-70.5925095,,"Maria del Mar, 1665, El Mañío, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7630249, Chile",El Mañío,1665,Vitacura,Región Metropolitana de Santiago,,7630249,amenity,restaurant,node,1012771964.0
900028357,-33.4457784,-70.576981,,"927, Hamburgo, Los Adoquines, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7790108, Chile",Hamburgo,927,Ñuñoa,Región Metropolitana de Santiago,,7790108,building,retail,way,938218676.0
900028656,-33.4065097,-70.5607589,,"Fusion Restobar, Avenida Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Las Condes,,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,restaurant,way,451444432.0
900028678,-33.4182419,-70.6723945,,"1040, Enrique Soro, Centro Cívico Juan Antonio Ríos, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8390450, Chile",Enrique Soro,1040,Independencia,Región Metropolitana de Santiago,,8390450,place,house,way,110586251.0
900028833,-33.534305,-70.675836,,"Caleta Tongoy, Avenida Américo Vespucio, Población Lo Biaut, La Cisterna, Provincia de Santiago, Región Metropolitana de Santiago, 7970000, Chile",Avenida Américo Vespucio,,La Cisterna,Región Metropolitana de Santiago,La Cisterna,7970000,amenity,restaurant,way,449550505.0
900028877,-33.4358745,-70.5932273,,"1811, Avenida El Bosque, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7510893, Chile",Avenida El Bosque,1811,Providencia,Región Metropolitana de Santiago,,7510893,building,apartments,way,188237618.0
900028905,-33.4322011,-70.6381532,,"92, Antonia López de Bello, Patronato, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 7530215, Chile",Antonia López de Bello,92,Recoleta,Región Metropolitana de Santiago,,7530215,place,house,way,112605409.0
900028916,-33.5569035,-70.5694896,,"1486, Pichincha, La Florida, Provincia de Santiago, Región Metropolitana de Santiago, 8220093, Chile",Pichincha,1486,La Florida,Región Metropolitana de Santiago,,8220093,place,house,way,109135243.0
900028918,-33.3900251,-70.6440544,,"Pao Ming, Avenida Los Zapadores, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 7690000, Chile",Avenida Los Zapadores,,Recoleta,Región Metropolitana de Santiago,Recoleta,7690000,amenity,restaurant,way,445081723.0
900029078,-33.4166989,-70.601742,,"2727, San Sebastián, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550201, Chile",San Sebastián,2727,,Región Metropolitana de Santiago,Las Condes,7550201,building,commercial,way,41547864.0
900029079,-33.4539077,-70.5825957,,"129, General Gorostiaga, Villa Frei, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",General Gorostiaga,129,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,node,1245584137.0
900029112,-33.4539077,-70.5825957,,"129, General Gorostiaga, Villa Frei, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",General Gorostiaga,129,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,node,1245584137.0
900029113,-33.4539077,-70.5825957,,"129, General Gorostiaga, Villa Frei, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",General Gorostiaga,129,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,node,1245584137.0
900029115,-33.4539077,-70.5825957,,"129, General Gorostiaga, Villa Frei, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",General Gorostiaga,129,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,node,1245584137.0
900029158,-33.4473562,-70.6346755,,"435, Fray Camilo Henríquez, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8331059, Chile",Fray Camilo Henríquez,435,Santiago,Región Metropolitana de Santiago,,8331059,place,house,way,112584675.0
900029189,-33.3968943,-70.5819817,,"Sushi House, 5293, Avenida Vitacura, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7630479, Chile",Avenida Vitacura,5293,Vitacura,Región Metropolitana de Santiago,Vitacura,7630479,amenity,restaurant,way,446163348.0
900029197,-33.41643164,-70.564477,,"Manquehue / Cristóbal Colón, Avenida Cristóbal Colón, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Cristóbal Colón,,,Región Metropolitana de Santiago,Las Condes,7550000,highway,bus_stop,node,1175343753.0
900029232,-33.42901364,-70.7299361,,"Furanko Sushi & Sandwich, Avenida José Joaquín Pérez, Cerro Navia, Provincia de Santiago, Región Metropolitana de Santiago, 8500445, Chile",Avenida José Joaquín Pérez,,Cerro Navia,Región Metropolitana de Santiago,Cerro Navia,8500445,amenity,restaurant,node,4473174551.0
900029258,-33.4477132,-70.632381,,"Panaderia Novopan, Avenida Vicuña Mackenna, Barrio Matta, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8331059, Chile",Avenida Vicuña Mackenna,,Santiago,Región Metropolitana de Santiago,,8331059,shop,bakery,way,447747693.0
900029260,-33.43187654,-70.6181358,,"Barba Azul, 382, Avenida Manuel Montt, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Avenida Manuel Montt,382,Providencia,Región Metropolitana de Santiago,Providencia,7500000,amenity,pub,way,449405097.0
900029272,-33.43388484,-70.6851965,,"3683, Andes, Quinta Normal, Provincia de Santiago, Región Metropolitana de Santiago, 8350302, Chile",Andes,3683,Quinta Normal,Región Metropolitana de Santiago,Quinta Normal,8350302,place,house,way,111743059.0
900029319,-33.4213498,-70.6987598,,"Doctor José Tobías, Quinta Normal, Provincia de Santiago, Región Metropolitana de Santiago, 8500000, Chile",Doctor José Tobías,,Quinta Normal,Región Metropolitana de Santiago,Quinta Normal,8500000,highway,residential,way,442772642.0
900029322,-33.4343547,-70.6805787,,"3307, Martínez de Rozas, Quinta Normal, Provincia de Santiago, Región Metropolitana de Santiago, 8350302, Chile",Martínez de Rozas,3307,Quinta Normal,Región Metropolitana de Santiago,Quinta Normal,8350302,place,house,way,110788863.0
900029332,-33.4912507,-70.5820492,,"Peatones 2 / Vespucio, Avenida Américo Vespucio, Villa Macul Oriente, Macul, Provincia de Santiago, Región Metropolitana de Santiago, 7810000, Chile",Avenida Américo Vespucio,,Macul,Región Metropolitana de Santiago,Macul,7810000,highway,bus_stop,node,1175484784.0
900029344,-33.3926593,-70.5752314,,"Club Alemán Deportivo Manquehue, 5841, Avenida Vitacura, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640639, Chile",Avenida Vitacura,5841,Vitacura,Región Metropolitana de Santiago,Vitacura,7640639,leisure,sports_centre,way,23393286.0
900029450,-33.4021934,-70.5804381,,"McDonald's, 5055, Avenida Presidente Kennedy, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Presidente Kennedy,5055,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,fast_food,way,237670145.0
900029511,-33.4021934,-70.5782494,,"Mall Parque Arauco, 5413, Avenida Presidente Kennedy, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7560995, Chile",Avenida Presidente Kennedy,5413,Vitacura,Región Metropolitana de Santiago,Vitacura,7560995,shop,mall,relation,6641362.0
900029934,-33.4346524,-70.6172383,,"691, Pasaje Manuel Montt, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Pasaje Manuel Montt,691,Providencia,Región Metropolitana de Santiago,Providencia,7500000,place,house,way,112585728.0
900029953,-33.453801,-70.594069,,"163, Jorge Washington, Población Empleados Públicos y Periodistas Chile-España, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Jorge Washington,163,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,node,1245583796.0
900029956,-33.4066687,-70.5611179,,"Eco Sushi, Avenida Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Las Condes,,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,fast_food,node,1109519687.0
900030054,-33.51187494,-70.72043786,,"8249, Avenida Américo Vespucio, Villa Santa Adela, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",Avenida Américo Vespucio,8249,Cerrillos,Región Metropolitana de Santiago,,9222145,place,house,way,363014060.0
900030061,-33.4777737,-70.6417778,,"Parada 2 / (M) Bío Bío, Avenida Santa Rosa, Villa Pintor Cicarelli, San Joaquín, Provincia de Santiago, Región Metropolitana de Santiago, 8361020, Chile",Avenida Santa Rosa,,San Joaquín,Región Metropolitana de Santiago,,8361020,highway,bus_stop,node,1175632990.0
900030192,-33.436612,-70.6523274,,"Patio Comidas, Santo Domingo, Barrio Bellas Artes, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8320069, Chile",Santo Domingo,,Santiago,Región Metropolitana de Santiago,,8320069,amenity,restaurant,node,4448170896.0
900030296,-33.412535,-70.5354395,,"781, Paul Harris, Colón Oriente, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7570936, Chile",Paul Harris,781,,Región Metropolitana de Santiago,Las Condes,7570936,place,house,way,109444576.0
900030340,-33.418074,-70.606668,,"Mall Costanera Center, 2425, Avenida Andrés Bello, Sanhattan, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7550099, Chile",Avenida Andrés Bello,2425,Providencia,Región Metropolitana de Santiago,,7550099,building,yes,way,159707319.0
900030343,-33.39063582,-70.54622986,,"Alto Las Condes, 9001, Avenida Presidente Kennedy, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7650191, Chile",Avenida Presidente Kennedy,9001,,Región Metropolitana de Santiago,Las Condes,7650191,shop,mall,way,23477423.0
900030346,-33.452117,-70.681877,,"Mall Plaza Alameda, 3470, Avenida Libertador Bernardo O'Higgins, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",Avenida Libertador Bernardo O'Higgins,3470,Estación Central,Región Metropolitana de Santiago,Estación Central,9160002,shop,mall,way,71871575.0
900030380,-33.43034977,-70.64702123,,"Plaza Recoleta, Avenida Recoleta, Patronato, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 8320012, Chile",Avenida Recoleta,,Recoleta,Región Metropolitana de Santiago,,8320012,building,commercial,way,444943525.0
900030477,-33.4443375,-70.6387431,,"Torre Valech, Curicó, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330150, Chile",Curicó,,Santiago,Región Metropolitana de Santiago,,8330150,building,hospital,way,545973432.0
900030687,-33.44816,-70.613407,,"Dunkin', Avenida Manuel Montt, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7770417, Chile",Avenida Manuel Montt,,Ñuñoa,Región Metropolitana de Santiago,,7770417,amenity,fast_food,node,10544409589.0
900030838,-33.43193682,-70.616335,,"1433, Doctor Aníbal Ariztia, Providencia, Provincia de Santiago, Región Metropolitana de Santiago, 7500000, Chile",Doctor Aníbal Ariztia,1433,Providencia,Región Metropolitana de Santiago,Providencia,7500000,place,house,node,1279562841.0
900030926,-33.5047808,-70.7358081,,"729, Avenida Las Torres, Cerrillos, Provincia de Santiago, Región Metropolitana de Santiago, 9222145, Chile",Avenida Las Torres,729,Cerrillos,Región Metropolitana de Santiago,,9222145,place,house,node,1244875772.0
900030968,-33.5103664,-70.7586524,,"Heladería Rincón Alemán, Monumento, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",Monumento,,,Región Metropolitana de Santiago,Maipú,9251542,shop,yes,way,449245669.0
900031508,-33.4060877,-70.5743622,,"Coffe Book, Cerro El Plomo, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Cerro El Plomo,,,Región Metropolitana de Santiago,Las Condes,7550000,amenity,cafe,node,6276694352.0
900031509,-33.4388013,-70.6550965,,"1295, Compañía de Jesús, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 4323315, Chile",Compañía de Jesús,1295,Santiago,Región Metropolitana de Santiago,,4323315,place,house,way,112503502.0
900031552,-33.4435923,-70.6458073,,"40, Avenida Santa Rosa, Barrio Bellas Artes, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330069, Chile",Avenida Santa Rosa,40,Santiago,Región Metropolitana de Santiago,,8330069,place,house,way,112583760.0
900031571,-33.40655107,-70.66826678,,"2040, Avenida Fermín Vivaceta, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8380741, Chile",Avenida Fermín Vivaceta,2040,Independencia,Región Metropolitana de Santiago,,8380741,building,apartments,way,445110973.0
900031596,-33.4575373,-70.6408135,,"595, Avenida Manuel Antonio Matta, Barrio Matta, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8329001, Chile",Avenida Manuel Antonio Matta,595,Santiago,Región Metropolitana de Santiago,,8329001,place,house,way,112584074.0
900031597,-33.4476142,-70.5883858,,"932, Pedro Torres, Los Adoquines, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7750000, Chile",Pedro Torres,932,Ñuñoa,Región Metropolitana de Santiago,Ñuñoa,7750000,place,house,way,108584277.0
900031769,-33.506899,-70.6650432,,"1507, Sexta Avenida, Barrio Atacama, San Miguel, Provincia de Santiago, Región Metropolitana de Santiago, 8490344, Chile",Sexta Avenida,1507,San Miguel,Región Metropolitana de Santiago,,8490344,place,house,node,1251660833.0
900031777,-33.380116,-70.557546,,"8058, Las Vegas, Vitacura, Provincia de Santiago, Región Metropolitana de Santiago, 7640509, Chile",Las Vegas,8058,Vitacura,Región Metropolitana de Santiago,,7640509,place,house,way,110910643.0
900031837,-33.4523074,-70.6650304,,"Ludus Magnus Arena, 343, Club Hípico, Barrio República, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8370136, Chile",Club Hípico,343,Santiago,Región Metropolitana de Santiago,,8370136,leisure,sports_centre,way,897353481.0
900031850,-33.4219784,-70.6446512,,"597, Avenida Santos Dumont, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 7530215, Chile",Avenida Santos Dumont,597,Recoleta,Región Metropolitana de Santiago,,7530215,place,house,way,112605466.0
900032002,-33.4059369,-70.5698119,,"Edificio Britania, 5953, Los Militares, Nueva Las Condes, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Los Militares,5953,,Región Metropolitana de Santiago,Las Condes,7550000,building,office,way,644937800.0
900032087,-33.4541,-70.7012,,"4877, Avenida Ecuador, Estación Central, Provincia de Santiago, Región Metropolitana de Santiago, 9160002, Chile",Avenida Ecuador,4877,Estación Central,Región Metropolitana de Santiago,Estación Central,9160002,place,house,way,110773196.0
900032128,-33.4335825,-70.637869,,"72, Pasaje Dardignac, Patronato, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 8320069, Chile",Pasaje Dardignac,72,Recoleta,Región Metropolitana de Santiago,,8320069,place,house,node,1279525273.0
900032136,-33.4012083,-70.5543889,,"7631, Avenida Las Condes, Renacimiento Italiano, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7550000, Chile",Avenida Las Condes,7631,,Región Metropolitana de Santiago,Las Condes,7550000,place,house,way,110286302.0
900032142,-33.421923,-70.655291,,"Subway, Avenida Independencia, Independencia, Provincia de Santiago, Región Metropolitana de Santiago, 8380552, Chile",Avenida Independencia,,Independencia,Región Metropolitana de Santiago,Independencia,8380552,amenity,fast_food,node,4446363930.0
900032321,-33.42940182,-70.644206,,"352, Patronato, Recoleta, Provincia de Santiago, Región Metropolitana de Santiago, 8320069, Chile",Patronato,352,Recoleta,Región Metropolitana de Santiago,,8320069,place,house,way,112605116.0
900032533,-33.3699774,-70.5075484,,"Instituto Hebreo Doctor Chaim Weizmann, 13450, Avenida Las Condes, La Ermita, Lo Barnechea, Provincia de Santiago, Región Metropolitana de Santiago, 7710171, Chile",Avenida Las Condes,13450,Lo Barnechea,Región Metropolitana de Santiago,Lo Barnechea,7710171,amenity,school,way,144782941.0
900032606,-33.4499623,-70.643966,,"Mitsubishi, 655, Santa Isabel, Santiago, Provincia de Santiago, Región Metropolitana de Santiago, 8330565, Chile",Santa Isabel,655,Santiago,Región Metropolitana de Santiago,,8330565,shop,car,way,447770583.0
900032664,-33.59464826,-70.55914911,,"1594, Avenida México, Condominio Tempus, Puente Alto, Provincia de Cordillera, Región Metropolitana de Santiago, 8151746, Chile",Avenida México,1594,,Región Metropolitana de Santiago,Puente Alto,8151746,place,house,way,109099976.0
900032666,-33.5107272,-70.7518708,,"623, Avenida Esquina Blanca, Maipú, Provincia de Santiago, Región Metropolitana de Santiago, 9251542, Chile",Avenida Esquina Blanca,623,,Región Metropolitana de Santiago,Maipú,9251542,place,house,way,108509015.0
900032682,-33.470843,-70.6009417,,"2948, Los Alerces, Ñuñoa, Provincia de Santiago, Región Metropolitana de Santiago, 7810000, Chile",Los Alerces,2948,Ñuñoa,Región Metropolitana de Santiago,,7810000,place,house,node,1246049529.0
900032758,-33.3966871,-70.5503922,,"Falairl Asly, Avenida Las Condes, Renacimiento Italiano, Las Condes, Provincia de Santiago, Región Metropolitana de Santiago, 7650558, Chile",Avenida Las Condes,,,Región Metropolitana de Santiago,Las Condes,7650558,amenity,restaurant,node,1109440929.0
